No,Product Name,Price,Currency,SKU,Brand,Description,URL,Image
101,"كي اوثرين مبيد للصراصير والنمل والحشرات 50 جرام",20.00,SAR,"3300013","","كي أوثرين مبيد الصراصير والحشرات هو منتج فعال يستخدم لمكافحة الصراصير والحشرات الضارة كما يساعد القضاء على والحشرات متوفر بحجم 50 مل | مبيدات حشرية، شركة تاج الزراعية","https://tajagri.sa/products/كي-اوثرين-مبيد-للصراصير-والحشرات-50-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a9e3aae9-5810-439c-a49a-b4362231afc0-thumbnail-1000x1000-70.jpg"
102,"كي اوثرين مبيد للصراصير والنمل والحشرات",132.25,SAR,"3300014","","مبيد للصراصير والحشرات هو منتج فعال للتخلص من الصراصير والحشرات، يحتوي هذا المبيد على مادة فعالة تساعد في قتل الحشرات | مبيدات حشرية، شركة تاج الزراعية","https://tajagri.sa/products/كي-اوثرين-مبيد-للصراصير-والحشرات","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d91c819a-ad34-4d14-b527-4f0dbfa70492-thumbnail-1000x1000-70.jpg"
103,"رت كيلر طعوم لينة لمكافحة الفئران",24.00,SAR,"3500005","","أكثر الطعوم جاذبية وفعالية لجميع أنواع القوارض من تاج الزراعية. الطعوم محضرة على صورة لينة جاهزة للإستخدام | مبيدات حشرية، شركة تاج الزراعية","https://tajagri.sa/products/رت-كيلر-طعوم-لينة-لمكافحة-الفئران","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/20d6a97f-e739-466b-9582-3ad33c28097d-thumbnail-1000x1000-70.jpg"
104,"شبك ظل  عزل 80 %  طول 50 متر عرض 4 متر",580.00,SAR,"4200176","","شبك ظل زراعي من شبكات الظل المصممة لتوفير حماية فعالة من أشعة الشمس وتقليل الإشعاع الحراري. تُستخدم هذه الشبكة على نطاق واسع في الزراعة | أكياس وخيوط، شركة تاج الزراعية","https://tajagri.sa/products/شبك-ظل-بيج-عزل-80","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/e718ee62-e7bc-4c81-a83e-2310f82dc90c-thumbnail-1000x1000-70.jpg"
105,"أكياس تعبئة شعير",1.06,SAR,"4200069","","أكياس مصنوعة خصيصًا لتعبئة وتخزين حبوب الشعير. تُستخدم هذه الأكياس في عمليات التخزين والتوزيع للحفاظ على جودة الشعير | أكياس وخيوط، شركة تاج الزراعية","https://tajagri.sa/products/اكياس-تعبئة-شعير","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6a8e10f2-4b5b-4fd6-bebd-a9f88b844a36-thumbnail-1000x1000-70.webp"
106,"مرشة كهرباء 20 لتر",172.50,SAR,"4100031","","تستخدم لرش المبيدات الزراعية أو الأسمدة أو المواد الحماية الأخرى على المحاصيل الزراعية يتميز استخدام المرشة الكهربائية بسهولة التحكم | مرشات، شركة تاج الزراعية","https://tajagri.sa/products/مرشة-كهرباء-20-لتر-صيني","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fe527987-7282-4812-9bed-d890973bce0b-thumbnail-1000x1000-70.jpg"
107,"بذور بابايا رد ليدي 10 بذرة",10.01,SAR,"5200400001","","احصل على بذور بابايا رد ليدي عالية الجودة لنمو نباتات صحية وغنية بالفيتامينات, هذه البذور هي نقطة البداية لزراعة وتكاثر هذا النوع | بذور خضار، شركة تاج الزراعية","https://tajagri.sa/products/بذور-بابايا-رد-ليدي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8547629b-fc65-488a-ae64-415dfd268910-thumbnail-1000x1000.png"
108,"اكياس نخيل مقاس ٨٠×١٠٠",0.90,SAR,"4100004","","اكياس نخيل بمقاس 80x100 هي أكياس مُصنَّعة خصيصًا لتعبئة وتغليف ثمار النخيل، وهي شائعة الاستخدام في القطاع الزراعي | مستلزمات زراعية، شركة تاج الزراعية","https://tajagri.sa/products/اكياس-نخيل-مقاس-٨٠١٠٠","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/549e494c-705f-43be-a0b3-d933667a1a16-thumbnail-1000x1000.png"
109,"رشاش حدائق وملاعب نصف بوصة طويل",10.01,SAR,"4200123","","رشاش حدائق وملاعب نصف بوصة طويل ، تصفح تشكيلتنا المتنوعة واحصل على أداء ممتاز لرشاش في العناية بمساحاتك الخضراء ذات دقة وفعالية في الرش لمزيد من الجمال الخضري. | أدوات الري، شركة تاج الزراعية","https://tajagri.sa/products/رشاش-حدائق-وملاعب-نصف-بوصة-طويل","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4b044ec0-d076-40d1-957a-a6a283b23a5e-thumbnail-1000x1000-70.jpeg"
110,"بونيكام F1",135.00,SAR,"5201000002","","بونيكام F1 هو نوعٌ من الهجين النباتي الذي ينتمي إلى فصيلة البنجر (الشمندر)، وهو نوع مميز من البنجر ذي الجذر الصغير | بذور أعلاف، شركة تاج الزراعية","https://tajagri.sa/products/بونيكام-f1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/56cca5a7-3272-42d0-948f-71e8ce958e65-thumbnail-1000x1000-70.jpeg"
111,"هيومك اسيد ذواب 25 كيلو",345.00,SAR,"1100043","","سماد هيومك اسيد البوتاسيوم، مركب قابل الذوبان في الماء ١٠٠ ٪، يستخدم لخفض القلوية وتحسين امتصاص جذور النبات ويوفر البوتاسيوم | أسمدة مركبة، شركة تاج الزراعية","https://tajagri.sa/products/هيومك-اسيد-ذواب-25-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0586478b-09fd-4273-b627-37648be8a667-thumbnail-1000x1000-70.jpg"
112,"تربة زراعية بتموس 300 لتر",138.00,SAR,"2100001","","اشتري تربة زراعية بتموس 300 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو.","https://tajagri.sa/products/تربة-زراعية-300-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fffc8ae9-3ef2-4993-953e-efa70e71549f-thumbnail-1000x1000-70.jpg"
113,"مضخة 150وات",85.00,SAR,"Z.68552.1609322434046428","","مضخة 150 واط هي نوع من المضخات الكهربائية التي تستخدم لنقل وضخ السوائل مثل المياه أو السوائل الأخرى | أجهزة الزراعة المائية، شركة تاج الزراعية","https://tajagri.sa/products/مضخة-150وات","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3685fc3d-434f-4fb1-aa0b-46974398a1b2-thumbnail-1000x1000-70.webp"
114,"بيرلايت زراعي 100 لتر",45.00,SAR,"4200217","","البرلايت الزراعي من تاج الزراعية، وسط زراعي بديل التربة عبارة عن حبيبات بيضاء رمادية خفيفة الوزن تمتص الماء | أسمدة زراعية، شركة تاج الزراعية","https://tajagri.sa/products/بيرلايت-زراعي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1acfdf49-0ceb-4ee1-8cf6-bea78e267c12-thumbnail-1000x1000-70.jpg"
115,"بايكو 1 مبيد عضوي 500 مللي",85.00,SAR,"3200003","","بايكو 1 مبيد عضوي ، عبارة عن مستخلص نباتي المادة الفعالة ماترين ذات التأثير التلامسي، حيث تستخدم كمانع تغذية بعد الرش | مبيدات عضوية، شركة تاج الزراعية","https://tajagri.sa/products/بايكو-1-مبيد-عضوي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/fe0cf46b-bc44-470c-a79e-9e4a15fa84e4-thumbnail-1000x1000.png"
116,"حوض فراولة ابيض",10.00,SAR,"4200098","","حوض زراعة بلاستيك للفراولة يتميز بشكله العمودى وسهولة الاستخدام. كما يعمل على تقليل استهلاك الماء، وهو يتميز بخامة عالية الجودة ومقاوم للحرارة. احصل عليه الآن من تاج.","https://tajagri.sa/products/اصيص-الفرولة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c1dfa3d3-a7f1-471b-ac29-021d69a07b16-thumbnail-1000x1000-70.webp"
117,"تربة زراعية مخصبة 300 لتر",165.00,SAR,"1238798","","تربة زراعية مخصبة 300 لتر من تاج الزراعية، يمكنك استعماله في الإستخدامات الزراعية المختلفة خاصة في عملية تشتيل بذور الخضروات | أسمدة زراعية، شركة تاج الزراعية","https://tajagri.sa/products/تربة-زراعية-مخصبة-300-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ca563a8e-8c35-4201-ab68-04c191d23195-thumbnail-1000x1000-70.jpg"
118,"تربة زراعية بيتموس  70 لتر ",44.97,SAR,"2100006","","اشتري تربة زراعية بيتموس 70 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو.","https://tajagri.sa/products/تربة-زراعية-بيتموس-70-لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ec47b086-94b0-48e7-82cd-80796f40d9b6-thumbnail-1000x1000-70.jpeg"
119,"سلفات بوتاسيوم ذواب",115.00,SAR,"1200100008","","اجعل نباتاتك تتفوق مع سلفات البوتاسيوم للنبات. زيادة في النمو وجودة الثمار بفضل هذه التركيبة الفعّالة. اطلبها اليوم وشاهد الفارق.","https://tajagri.sa/products/سلفات-بوتاسيوم-ذواب","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/cf66bdbb-7257-4358-a40a-b0bb79ee36a2-thumbnail-1000x1000-70.jpg"
120,"أمينو بوتاسيوم (سماد عضوي ) 1 لتر",28.75,SAR,"1200100019","","أمينو بوتاسيوم السماد السائل العضوي يحتوي على مزيج من الأحماض الأمينية والبوتاسيوم. يعتبر البوتاسيوم عنصرًا غذائيًا أساسيًا للنمو | أسمدة عضوية، شركة تاج الزراعية","https://tajagri.sa/products/أمينو-بوتاسيوم-سماد-عضوي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7b1f2810-e3ec-4075-8488-6c58d8e4a0ab-thumbnail-1000x1000.png"
121,"بست سيلر (ألفا سايبرمثرين 10%) 1 لتر",50.00,SAR,"6285402339703","","إذا كنت تعاني من كثرة الحشرات في الجو والمزروعات، فعليك باستخدام مبيد حشري بايرثرويدي الفعال في القضاء النهائي على العديد من الحشرات الطائرة والحشرات الزاحفة","https://tajagri.sa/products/بيست-سيلر-ألفا-سايبرمثرين-10-1-ليتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5fcb327f-8efa-447a-ae96-fca087804778-thumbnail-1000x1000-70.webp"
122,"افيتال 50% مبيد حشري حجم 1 كيلو",130.00,SAR,"6295402340845","","احصل على مبيد حشري بودرة من تاج الزراعية، للقضاء على العديد من الحشرات التي تسبب الضرر للمحاصيل الزراعية ومنها الذبابة البيضاء وحشرات صانعات الأنفاق","https://tajagri.sa/products/افيتال-50-مبيد-حشري","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0a57eee9-ae26-4448-996c-f4fe0f3a7afb-thumbnail-1000x1000-70.jpg"
123,"خيط لبانة 3 كيلو",40.25,SAR,"6295402345314","","احصل الآن على أقوى أنواع خيوط التعليق الزراعي خيط لبانة المميز ومتعدد الاستخدامات من تاج الزراعية، سهولة كبيرة في التحكم والاستخدام حسب الرغبة","https://tajagri.sa/products/خيط-لبانة-3-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/26503e73-e800-4fda-a430-e5adf268361e-thumbnail-1000x1000-70.webp"
124,"رجلة مصرية - 1كجم",34.50,SAR,"6285402337501","","إذا كنت تبحث عن بذور رجلة مصرية بوزن 1 كيلو جرام لزراعتها في أرضك الزراعية فإنه يمكنك الحصول عليها الآن وشرائها من متجرنا حيث نوفر بذور عالية الجودة وبأسعار تنافسية، لا تفوت فرصة الشراء.","https://tajagri.sa/products/رجلة-مصرية-1كجم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ae1f94f9-9b2a-42de-b5ec-63bc626b8aa0-thumbnail-1000x1000-70.jpg"
125,"ليماكس 5 لتر- لامبادسيهاليوثرين 5%",201.25,SAR,"6285402346282","","هل تعاني من وجود الذبابة البيضاء في محاصيلك الزراعية؟ احصل الآن مبيد الذبابة البيضاء من تاج الزراعية للقضاء عليها تمامًا، بالإضافة إلى القضاء على الديدان وغيرها من الحشرات الضارة، واغتنم فرصة الشراء ا","https://tajagri.sa/products/ليماكس-5-لتر-لامبادسيهاليوثرين-5","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/627f5fa7-6d64-4981-bef9-85a3089a0f90-thumbnail-1000x1000-70.jpg"
126,"سايبر باور لتر (سايبرمثرين 25%)",45.00,SAR,"6285402346657","","يمكنك الآن شراء مبيد حشري سائل للحشرات للقضاء على جميع الحشرات المتواجدة في المحاصيل الزراعية، فمن خلال هذا المبيد يمكنك بمحاصيل صحية خالية من أي آفات ضارة، اشتري المنتج الآن","https://tajagri.sa/products/سايبر-باور-لتر-سايبرمثرين-25","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/575c1d13-f548-4b5c-bcfe-fbf5fbb12720-thumbnail-1000x1000-70.jpg"
127," فيرتيمك 1.8 % SC ( مبيد حشري عناكبي ) 1 لتر",300.00,SAR,"6285402345988","","يمكنك الحصول على مبيد حشري للبعوض من متجر تاج الزراعية، وباستخدامك للمنتج يمكنك القضاء على البعوض والذباب واليرقات الحشرية التي تؤذي المحاصيل الزراعية، اغتنم فرصة الحصول عليه الآن بأسعار تنافسية.","https://tajagri.sa/products/فيرتيمك-18-sc-مبيد-حشري","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4a94a9dc-87cf-4552-a943-c69a81c8a30d-thumbnail-1000x1000-70.jpg"
128," جلايستوب 48 % عبوة 5لتر",145.00,SAR,"6295402340739","","يساعد مبيد أعشاب عام من متجر تاج على التخلص من الأعشاب الضارة التي تظهر بين المحاصيل الزراعية وتؤدي إلى ذبولها، و باستخدام هذا المبيد بجرعات مٌحددة يمكنك الحفاظ على محاصيلك الزراعية كما ترغب","https://tajagri.sa/products/جلايستوب-48-عبوة-5لتر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/62cfcab1-4438-43a8-8c7d-87fd1763b550-thumbnail-1000x1000-70.webp"
129," امينو باور 50% احماض امينية 5كيلو",103.50,SAR,"Z.68552.17108970904144602","","امينو باور 50% أحماض أمينية يعزز نمو النبات، يحسن الامتصاص ويزيد مقاومة الإجهاد، مناسب لجميع المحاصيل لنتائج واضحة مع متجر تاج الزراعية.","https://tajagri.sa/products/امينو-باور-50-احماض-امينية-5كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b86f82ed-0ec3-414b-b32f-e7ea8c5c6420-thumbnail-1000x1000-70.jpg"
130,"بامية هندي 200جم",57.50,SAR,"6285402346664","","بامية هندي بجودة ممتازة وإنتاجية عالية، بذور مختارة تعطي ثمار متجانسة وسريعة النمو، مناسبة للزراعة المنزلية والتجارية من تاج الزراعية.","https://tajagri.sa/products/بامية-هندي-200جم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8626f3c2-e773-43e4-aef1-95dc93da2b41-thumbnail-1000x1000-70.jpg"
131,"رافع حموضة المحلول المغذي Phup",35.00,SAR,"Z.68552.1709056645673042","","يتم استخدام محلول المغذي phup لرفع درجة الحموضة في الزراعة المائية فهو يقوم برفع الرقم الهيدروجيني للرقم الموصى به لغالبية النباتات ما بين 5.5 إلى 6.5","https://tajagri.sa/products/رافع-حموضة-المحلول-المغذي-phup","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8ac26056-bf44-4427-809d-a193cf63fd98-thumbnail-1000x1000.png"
132,"مجموعة بذور الورقيات",78.00,SAR,"T.3.2024","","مجموعة بذور الورقيات هي المصدر الأساسي في غذاء الملايين من الناس في جميع أنحاء الأرض | أسمدة مركبة، شركة تاج الزراعية","https://tajagri.sa/products/مجموعة-بذور-الورقيات","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ef9644be-d50f-4125-b400-7dbaec85753f-thumbnail-1000x1000.png"
133,"برسيم حجازي الجوهرة",2530.00,SAR,"Z.68552.17074048980122805","","","https://tajagri.sa/products/برسيم-حجازي-الجوهرة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/66613365-97de-4c19-ac15-23ad052cfbcf-thumbnail-1000x1000-70.JPG"
134,"سبشال ميكس مخلوط عناصر 10 كيلو",200.00,SAR,"6285402334807","","تركيبة متوازنة من العناصر الغذائية الصغري المخلبة تستخدم لتلبية احتياجات النبات من العناصر الغذائية الصغري وتقليل اعراض نقصها، كما تعمل علي تنشيط الجذور لتؤدي الى نمو صحي للنبات. تركيبة مميزة تلبي احت","https://tajagri.sa/products/سبشال-ميكس-مخلوط-عناصر-10-كيلو","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b1016a53-25c3-4b9d-b582-b42f1506ec7f-thumbnail-1000x1000-70.jpg"
135,"هيومك اسيد محبب + احماض امينة (فرتي بلص) 20 كيلو",126.50,SAR,"183628","","هيومك اسيد محبب مع أحماض أمينية يحسن خصوبة التربة ويزيد امتصاص العناصر الغذائية، يدعم الجذور والنمو الصحي للمحاصيل من تاج الزراعية.","https://tajagri.sa/products/فرتي-بلص","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/495e5e98-d6dc-4951-a05e-20ac8cf9a807-thumbnail-1000x1000-70.jpg"
136,"مجموعة تقوية النبات الكاملة",215.00,SAR,"T.1.2024","","مجموعة تقوية النبات الكاملة التي لا يمكن لكل محبي الزراعة الاستغناء عنها","https://tajagri.sa/products/مجموعة-تقوية-النبات-الكاملة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d4767b87-14c2-4994-a075-d1134d151642-thumbnail-1000x1000.png"
137,"جروجرين 25 كجم 15-30-15+2مغ",310.50,SAR,"6285402335286","","اشتري سماد جروجرين 15-30-15+2Mg يدعم التزهير والإثمار، يوازن التغذية ويزيد الإنتاج، مناسب لمختلف المحاصيل لتحقيق أفضل نتائج مع تاج الزراعية.","https://tajagri.sa/products/جروجرين-25-كجم-15-30-152مغ","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ba203249-7b3e-420b-ae57-fdde3a6e705f-thumbnail-1000x1000-70.jpg"
138,"جايد مبيد حشري 100 جرام استامبريد 20% اس بي",11.50,SAR,"11111","","جايد مبيد حشري جهازي يعمل من خلال دخوله داخل الورقة ويبقى بين الجزيئات الخاصة بها، وبمجرد امتصاص الحشرة للمادة السكرية تموت الحشرة على الفور","https://tajagri.sa/products/جايد-مبيد-حشري-جهازي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/bccf8692-ffcb-4620-a8fa-c6c91a704075-thumbnail-1000x1000-70.jpeg"
139,"مبيد اعشاب شاربن - بندامثالين 40% لتر",100.00,SAR,"6285402346107","","مبيد اعشاب عام اختياري على هيئة سائل مركز ذائب في الماء يحتوي على المادة الفعالة بندامثالين 40%, يعمل على مكافحة الأعشاب الرفيعة وعريضة الأوراق الحولية والمعمرة","https://tajagri.sa/products/مبيد-اعشاب-شاربن-بندامثالين-40-1","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3f11f6e9-4ff1-414d-b903-861323cf0a86-thumbnail-1000x1000-70.jpg"
140,"مبيد اعشاب شاربن - بندامثالين 40% حجم 5 لتر",430.00,SAR,"6285402346114","","إليكم مبيد بنديميثالين مبيد الأعشاب الانتقائي الذي يستخدم لمكافحة معظم الحشائش السنوية وايضاً بعض الحشائش عريضة الأوراق في حقول الزراعة المختلقة","https://tajagri.sa/products/مبيد-اعشاب-شاربن-بندامثالين-40","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/59dfb881-5a9c-41a9-858f-fae38f7b2c1c-thumbnail-1000x1000-70.jpg"
141,"بذور شبت باكت 100 جرام",5.00,SAR,"Z.68552.17538933129046745","","اطلب بذور شبت 100 جرام للزراعة. بذور عالية الجودة والإنبات. توصيل للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. بذور عالية الجودة والإنبات لجميع المحاصيل.","https://tajagri.sa/products/بذور-شبت-باكت-100-جرام-","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/821fbc47-e978-4424-a429-e83b98e9a5bb-thumbnail-1000x1000-70.jpg"
142,"بذور رجلة باكت 100 جرام",5.00,SAR,"Z.68552.17538930807839882","","بذور رجلة مختارة بعناية لضمان نبات قوي وغني بالفوائد الغذائية، مناسبة للزراعة المنزلية أو التجارية. تجدها في متجر تاج الزراعية بجودة ممتازة ونتائج مضمونة.","https://tajagri.sa/products/بذور-رجلة-باكت-100-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9f757988-bcef-4d1d-a61b-6d3ba516ebe2-thumbnail-1000x1000-70.jpg"
143,"بذور كزبرة  باكت 100 جرام",5.50,SAR,"Z.68552.17538927438278713","","اطلب بذور كزبرة 100 جرام للزراعة. بذور عالية الجودة والإنبات. توصيل للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. بذور عالية الجودة والإنبات لجميع المحاصيل .","https://tajagri.sa/products/بذور-كزبرة-باكت-100-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6f5942f2-3c56-44d4-910d-6eda6bf57bb1-thumbnail-1000x1000-70.jpg"
144,"بذور سلق  باكت 100 جرام",5.00,SAR,"Z.68552.1753892275446044","","اطلب بذور سلق 100 جرام للزراعة. بذور عالية الجودة والإنبات. توصيل للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. بذور عالية الجودة والإنبات لجميع المحاصيل.","https://tajagri.sa/products/سلق-باكت-100-جرام","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0855f256-ef8f-4d7a-bb92-f5c6fd674d35-thumbnail-1000x1000-70.jpg"
145,"فيبروسايد 25 اس سي  250 مللي(مبيد حشري للنمل الأبيض والصراصير)",23.00,SAR,"6285402350579","","تسوق مبيد فيبروسايد 25 اس سي 250 مللي حشري للنمل الأبيض والص لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/فيبروسايد-25-اس-سي-250-ملليمبيد-حشري-للنمل-الأبيض-والصراصير","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f9ee500b-162c-4f66-84fb-254cea90e53f-thumbnail-1000x1000-70.webp"
146,"شوك 25 دي بي 500 جرام مبيد حشري على هيئة بودرة",25.00,SAR,"6295402340807","","تسوق مبيد شوك 25 دي بي 500 جرام حشري على هيئة بودرة لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.","https://tajagri.sa/products/شوك-25-دي-بي-500-جرام-مبيد-حشري-على-هيئة-بودرة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/1f56c414-54aa-4384-aefe-eedb269d43b4-thumbnail-1000x1000-70.webp"
147,"سماد عضوي 25 كيلو",10.00,SAR,"Z.68552.17515543491672776","","استخدم سماد عضوي عالي الجودة لتحسين خصوبة التربة ودعم نمو النباتات بشكل طبيعي وآمن من متجر تاج الزراعية.","https://tajagri.sa/products/سماد-عضوي","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/5469c590-7a3b-4725-8277-84d5347152dc-thumbnail-1000x1000-70.webp"
148,"شبك ظل عزل 60% طول 50 متر عرض 4 متر",450.00,SAR,"Z.68552.1741870579754536","","شبك ظل 60% عالي الجودة للحماية من أشعة الشمس وتقليل الحرارة مناسب للمزارع والحدائق من متجر تاج الزراعية.","https://tajagri.sa/products/شبك-ظل-عزل-60-طول-50-متر-عرض-4-متر","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8978b418-5250-41ef-b84a-6f3b3b385d6f-thumbnail-1000x1000-70.jpg"
149,"مجموعة مغذيات دورية للنبات والتربة",138.50,SAR,"Z.T1.2025","","مجموعة مغذيات التربة تساعد على تعزيز نمو النباتات وتحسين خصوبة التربة بتركيبة متوازنة من متجر تاج الزراعية.","https://tajagri.sa/products/مجموعة-مغذيات-دورية-للنبات-والتربة","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/990a6d19-fbaf-4227-8012-fd2a0182715b-thumbnail-1000x1000-70.jpg"
150," باذنجان ابو شوكةF1هندي 50 جم- كلاش",100.00,SAR,"Z.68552.17365930452780821","","اطلب بذور باذنجان هندي F1 بجودة ممتازة وإنتاج وفير مناسب للزراعة المنزلية والتجارية من متجر تاج الزراعية.","https://tajagri.sa/products/باذنجان-ابو-شوكةf1هندي-50-جم-كلاش",""
151,"حواض مستطيل اكزوتيكا ابعاد 100* 40* 45سم  ",86.25,SAR,"Z.68552.17359312709258046","","حواض مستطيل اكزوتيكا ابعاد 100* 40* 45سم","https://tajagri.sa/products/حواض-مستطيل-اكزوتيكا-ابعاد-100-40-45سم","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/7a42caf9-3450-4eab-b478-b5880fbaf465-thumbnail-1000x1000-70.jpg"
152,"محش 6.5",4.00,SAR,"6295402344584","","تسوق محشات يدوية عملية وعالية الجودة لتسهيل أعمال التنظيف والزراعة اليومية من متجر تاج الزراعية.","https://tajagri.sa/products/محش-75","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/99e6de02-4057-42ff-99c2-8ec0f970b0a6-thumbnail-1000x1000-70.webp"
153,"صواني تشتيل 200عين",5.00,SAR,"Z.68552.17349061693296163","","عندما ترغب في شراء صواني تشتيل مثالية وقابلة الاستخدام لعدة مرات دون حدوث لها أي تلف فعليك التعامل مع متجر تاج الزراعية أفضل متجر إلكتروني في المملكة العربية السعودية","https://tajagri.sa/products/صواني-تشتيل-288-عين","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/902f4ed4-5708-4153-ba55-0127aa112dac-thumbnail-1000x1000-70.webp"
154,"نبات بامبو 70 سم ( 10 اعواد )",100.00,SAR,"Z.68552.1734803702814598","","تسوق أعواد البامبو الطبيعية بارتفاع 70 سم لإضافة ديكور أنيق ولمسة هادئة للمكان من متجر تاج الزراعية.","https://tajagri.sa/products/نبات-بامبو-70-سم-10-اعواد","https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4eb7faab-7d51-440e-9f4d-8c9f4ec3b4c2-thumbnail-1000x1000-70.jpg"
